name|Price|Raiting|Votes|5|3|Pointer Device|Web Camera|Included Software|HDD Capacity|Keyboard|Brand|Audio I/O Channels|Sales Package|Ideal For|RAID Configurations|
[]|['8']|['Rs. 55,000                ']|['1']|['4.4']|['HP Pavilion 15-p003TX Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph/ Touch) (G8D93PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 25,000                ']|['5']|['4.3']|['Acer Aspire V5-572 Laptop (3rd Gen PDC/ 4GB/ 500GB/ Linux) (NX.M9YSI.011)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['52']|['Rs. 39,990                ']|['25']|['4.3']|['HP Pavilion 15-n011TU Laptop (4th Gen Ci5/ 4GB/ 500GB/ Ubuntu)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 48,400                ']|['1']|['5']|['Dell Inspiron 5447 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (5447545002S)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 33,500                ']|['0']|['4']|['Dell Inspiron 3442 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu/ 2GB Graph) (3442345002BU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['17']|['Rs. 46,900                ']|['9']|['4.9']|['Dell Inspiron 5547 Notebook (4th Gen Ci5/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (5547581TB2S)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 42,670                ']|['3']|['3.8']|['Asus X550LC (XX119H) Notebook (4th Gen Ci5/ 4GB/ 750GB/ Windows 8/2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 21,895                ']|['1']|['4.7']|['Lenovo Essentail G505 (59-379528) Laptop (APU Quad Core A4/ 2GB/ 500GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['33']|['Rs. 84,000                ']|['16']|['4.8']|['Dell Inspiron 15 7537 Laptop (4th Gen Ci7/ 8GB/ 1TB/ Win8/ 2GB Graph/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 26,350                ']|['0']|['5']|['Toshiba Satellite C50-A I001B Laptop (3rd Gen Ci3/ 2GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 57,240                ']|['3']|['3.7']|['Lenovo Yoga 2 13 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Win8.1) (59-411008)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['17']|['Rs. 43,749                ']|['7']|['4.1']|['Lenovo Ideapad Flex 14 (59-395515) Laptop (4th Gen Ci3/ 4GB/ 500GB 8GB SSD/ Win8/ 2GB Graph/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 27,040                ']|[]|[]|['Dell Vostro 3445 Notebook (APU Quad Core A4/ 2GB/ 500GB/ Win8.1)']|
[]|['10']|['Rs. 35,990                ']|['4']|['4.6']|['Dell Inspiron 15 3521 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 45,000                ']|['4']|['2']|['HP Pavilion Touchsmart 11-H009TU Notebook (4th Gen PDC/ 4GB/ 64GB SSD/ Win8/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 46,900                ']|['5']|['4.4']|['HP Pavilion 15-b140tx TouchSmart Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win8/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 34,840                ']|['0']|['5']|['Acer Aspire E1-470P Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Win8/Touch) (NX.MF8SI.001)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 50,700                ']|['3']|['3.4']|['Lenovo Ideapad Z510 (59-387061) Laptop (4th Gen Ci5/ 4GB/ 1TB/ Win8/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['51']|['Rs. 36,800                ']|['29']|['3.9']|['Toshiba Satellite C50-A X0011 Laptop (4th Gen Ci5/ 4GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 48,490                ']|['5']|['5']|['HP Pavilion 14-n296tx Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ Touch) (J8B57PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['19']|['Rs. 22,880                ']|['11']|['3.9']|['Asus F200CA-KX064H Netbook (3rd Gen PDC/ 2GB/ 500GB/ Win8)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['6']|['Rs. 53,890                ']|['3']|['2.7']|['Dell Inspiron 3537 Laptop (4th Gen Ci5/ 6GB/ 500GB/ Win8/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 23,340                ']|[]|[]|['Dell Vostro 3445 Notebook (APU Quad Core A4/ 2GB/ 500GB/ Ubuntu)']|
[]|['51']|[]|['15']|['4.3']|['Apple Macbook Pro Intel Core i7  -  15.4 inch, 512 GB HDD, 16 GB DDR3, Mac OS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 24,999                ']|['1']|['4']|['Toshiba Satellite C50D-A 40012 Notebook (APU Quad Core A4/ 4GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['6']|['Rs. 29,971                ']|['4']|['4.3']|['Asus S200E-CT331H S Pentium Dual Core  -  11.6 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['56']|['Rs. 44,200                ']|['24']|['4.2']|['Dell Vostro 14 V3446 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Windows 8.1/ 2 GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 40,990                ']|['5']|['3.3']|['Dell Inspiron 15 3537 Laptop (4th Gen Ci5/ 4GB/ 500GB/ Ubuntu/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 32,140                ']|['7']|['4.3']|['Asus X550CC-XO072D Laptop (3rd Gen Ci3/ 4GB/ 500GB/ DOS/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 20,295                ']|['1']|['5']|['Asus F451CA-VX152D Notebook (3rd Gen PDC/ 2GB/ 500GB/ Free DOS) (90NB0333-M03670)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 31,599                ']|['2']|['4']|['HP Pavilion 15-n207AX Laptop (AMD A4-5000 4GB/ 500GB/ Win8.1/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 35,240                ']|[]|[]|['Dell Vostro 3546 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Ubuntu/ 2GB Graph) (3546341TB2GU)']|
[]|['4']|[]|['3']|['5']|['Apple MD712HN/B MacBook Air (Ci5/ 4GB/ 256 GB Flash/ Mac OS X Mavericks)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 52,990                ']|['2']|['4.4']|['Dell Inspiron 5547 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Win8.1/ 2GB Graph/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 31,490                ']|['2']|['4']|['Asus X550CC-XX922D X Intel Core i3  -  15.6 inch, 500 GB HDD, 4 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 20,800                ']|[]|[]|['Lenovo Ideapad G50-45 (80E3005RIN) APU Dual Core  -  15.6 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Laptop']|
[]|['7']|['Rs. 23,000                ']|['4']|['4.3']|['HP 10-h006RU X2 Slatebook (Tegra 4/ 2GB/ 64GB eMMC/ Android 4.2 (Jelly Bean)/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 28,999                ']|['3']|['3']|['Lenovo Essential B590 (59-390111) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 32,990                ']|['5']|['3.8']|['Dell Inspiron 15 3521 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Linux/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 42,490                ']|['1']|['3']|['Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (3546541TB2G)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 46,800                ']|['0']|['5']|['Dell Vostro 14 V3446 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Windows 8.1 Pro/ 2 GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['78']|['Rs. 43,999                ']|['33']|['4.1']|['Dell Vostro 2520 Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win8)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['13']|[]|['3']|['4.2']|['HP Envy 15-k005TX Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 4GB Graph) (J2C50PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 33,699                ']|['1']|['4']|['Dell Vostro 3446 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 36,990                ']|['1']|['5']|['Acer Aspire E E1-570G Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (NX.MESSI.006)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 19,240                ']|['0']|['5']|['Asus X552EA-XX212D X APU Dual Core  -  15.6 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 42,250                ']|['0']|['5']|['Dell Inspiron 3542 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Ubuntu/ 2GB Graph) (3542541TB2BU1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 40,090                ']|['1']|['5']|['Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Win8.1) (354654500iG)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 58,650                ']|[]|[]|['Dell Inspiron 3542 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (3542781TB2B)']|
[]|['17']|['Rs. 37,090                ']|['8']|['4.2']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (3542345002S1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 20,980                ']|[]|[]|['Asus F200MA-KX223H F Others  -  11.6 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Laptop']|
[]|['14']|['Rs. 63,750                ']|['3']|['3.8']|['Dell Inspiron 5547 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['6']|['Rs. 45,599                ']|['1']|['2.7']|['Lenovo ThinkPad E431(62771L8) Laptop (3rd Gen Ci5/ 4GB/ 500GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 52,150                ']|['1']|['5']|['Asus X550LC-XX223D X Intel Core i7  -  15.6 inch, 1 TB HDD, 8 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['11']|['Rs. 51,899                ']|['5']|['4.2']|['Asus X550LC X Series Intel Core i7  -  15.6 inch, 1 TB HDD, 8 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['11']|['Rs. 59,990                ']|['2']|['3.7']|['Lenovo Thinkpad E431 Notebook (3rd Gen Ci7/ 4GB/ 500GB/ Win8/ 2GB Graph/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 51,720                ']|['1']|['3.7']|['Lenovo ThinkPad E431 (62771L7) Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win7 Prof)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['13']|['Rs. 80,100                ']|['1']|['4.4']|['HP Envy 15-k006tx Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ Touch/ 4GB Graph) (J2C51PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 42,850                ']|['3']|['2.5']|['Dell Inspiron 3542 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (3542541TB2S1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['24']|['Rs. 50,440                ']|['14']|['4']|['Asus X550LD-XX082D X Intel Core i7  -  15.6 inch, 1 TB HDD, 8 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 33,890                ']|['1']|['5']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1) (354234500iB1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 27,990                ']|['0']|['4.5']|['Toshiba Satellite C50D-A 60011 Notebook (APU Quad Core A6/ 4GB/ 750GB/ Win8.1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 46,799                ']|['7']|['4.4']|['Dell Inspiron 15R 5521 Laptop (3rd Gen Ci3/ 6GB/ 500GB/ Win8/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['16']|['Rs. 42,500                ']|['7']|['3.9']|['Dell Vostro 3560 Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win8)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 21,999                ']|['0']|['1']|['Asus X451CA (VX032D) Notebook (3rd Gen PDC/ 2GB/ 500GB/ Free DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 35,490                ']|['1']|['4']|['Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Ubuntu) (3546541TBiGU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 71,990                ']|['6']|['4']|['HP Envy Touch Smart 14-k102tx Ultrabook (4th Gen Ci5/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (F7P50PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['10']|['Rs. 37,999                ']|['4']|['4.9']|['Dell Inspiron 15 3521 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Ubuntu/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['52']|['Rs. 20,499                ']|['18']|['2.9']|['Acer C720 Chromebook (4th Gen CDC/ 2GB/ 16GB SSD/ Chrome OS) (NX.SHESI.001)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 38,999                ']|['0']|['4']|['Lenovo Essential G510 (59-398438) Laptop (4th Gen Ci3/ 4GB/ 500GB/ DOS/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 31,810                ']|['5']|['4.1']|['Lenovo Ideapad G50-70 (59-417110) Notebook (4th Gen Ci3/ 2GB/ 1TB/ Free DOS/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['37']|['Rs. 36,500                ']|['16']|['4.1']|['Asus X550CA-XX110D Laptop (3rd Gen Ci5/ 4GB/ 750 GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 19,990                ']|[]|[]|['Toshiba Satellite C50D-B M0010 Notebook (APU Daul Core E1/ 2GB/ 500GB/ No OS)']|
[]|[]|['Rs. 26,040                ']|[]|[]|['Dell Inspiron 3542 Notebook (4th Gen PDC/ 4GB/ 500GB/ Win8.1) (3542P4500iB1)']|
[]|[]|['Rs. 23,490                ']|[]|[]|['Asus X451CA-VX032D X Pentium Dual Core  -  14.1 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|
[]|['1']|['Rs. 52,990                ']|['0']|['5']|['Toshiba Satellite L50-A X0110 Notebook (4th Gen Ci5/ 4GB/ 750GB/ Win8.1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 38,210                ']|[]|[]|['HP 15-r013tu Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ Touch) (G8D89PA)']|
[]|['1']|['Rs. 34,990                ']|['1']|['2']|['Toshiba Satellite C50-A I0116 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8.1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 42,990                ']|['6']|['4.3']|['Lenovo Z50-70 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Free DOS/ 2GB Graph) (59-420313)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 29,710                ']|[]|[]|['Acer Aspire E E1-570 Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Linux) (NX.MHASI.001)']|
[]|['2']|['Rs. 23,999                ']|['0']|['1']|['Dell Vostro 3445 Notebook (APU Dual Core E1/ 4GB/ 500GB/ Ubuntu)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 25,499                ']|[]|[]|['Lenovo B590(59-390110) B Pentium Dual Core  -  15.6 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|
[]|['3']|['Rs. 34,399                ']|['3']|['4.3']|['Lenovo Essential G510 (59-398411) Laptop (4th Gen Ci3/ 2GB/ 500GB/ DOS/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 33,800                ']|['1']|['5']|['Acer Aspire V5-572 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8) (NX.M9YSI.012)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 26,400                ']|['1']|['4.7']|['Asus X550CA-XX703D X Intel Core i3  -  15.6 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 45,499                ']|['1']|['1']|['Asus S300CA-C1048H Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win8/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 22,790                ']|[]|[]|['Acer Aspire E E1-431 Notebook (2nd Gen PDC/ 2GB/ 320GB/ Linux) (NX.M0RSI.016)']|
[]|['7']|['Rs. 50,000                ']|['4']|['4']|['Acer Aspire V5-573G Laptop (4th Gen Ci5/ 6GB/ 1TB/ Win8/ 2GB Graph) (NX.MCGSI.002)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 35,250                ']|[]|[]|['Dell Vostro 3546 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (3546345002G)']|
[]|['2']|['Rs. 38,540                ']|['1']|['4.5']|['Dell Vostro 3546 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (3546341TB2G)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 44,000                ']|[]|[]|['Acer Aspire E E1-572G Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (NX.MJNSi.001)']|
[]|[]|['Rs. 28,400                ']|[]|[]|['Dell Vostro 3445 Notebook (APU Dual Core E1/ 4GB/ 500GB/ Win8.1) (3445E14500iR)']|
[]|['9']|['Rs. 57,900                ']|['2']|['3.9']|['HP Envy 15-k004TX Notebook (4th Gen Ci5/ 8GB/ 1TB/ Win8.1) (J2C49PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 48,999                ']|['3']|['4.4']|['Lenovo Ideapad U510 (59-389403) Laptop (3rd Gen Ci5/ 4GB/ 1TB/ Win8/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 36,490                ']|['2']|['3.8']|['Dell Inspiron 15 3521 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['6']|['Rs. 44,890                ']|['4']|['3.5']|['Dell Inspiron 3542 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 40,290                ']|['0']|['2.7']|['Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Ubuntu/ 2GB Graph) (3546545002GU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 29,640                ']|['0']|['1']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu) (354234500iBU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 20,750                ']|['0']|['4.7']|['Asus F200MA-KX223H F Others  -  11.6 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Netbook']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 34,490                ']|['2']|['4.2']|['Asus X550CC-XX876H X Intel Core i3  -  15.6 inch, 750 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 42,990                ']|['4']|['4.3']|['Dell Inspiron 14 3437 Laptop (4th Gen Ci5/ 4GB/ 500GB/ Ubuntu/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 33,900                ']|['1']|['1']|['Acer Aspire V5-472 Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Win8) (NX.MB4SI.003)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['18']|['Rs. 39,900                ']|['2']|['4.3']|['HP 4540s ProBook (3rd Gen Ci5/ 2GB/ 750GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 32,500                ']|['1']|['4.3']|['Acer Aspire V5-572 Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Linux) (NX.MA4SI.003)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 25,490                ']|['0']|['4.5']|['Asus F451CA-VX153D F Series Intel Core i3  -  14 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 33,790                ']|['0']|['5']|['Dell Vostro 3546 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu/ 2GB Graph) (3546345002GU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 31,400                ']|['2']|['4']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu) (354234500iRU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 36,490                ']|['1']|['4.7']|['Dell Inspiron 15 3521 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['20']|['Rs. 32,990                ']|['7']|['3.8']|['Dell Inspiron 15 3521 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Ubuntu/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 20,500                ']|[]|[]|['Toshiba Satellite C50-B E0010 Notebook (1st Gen CDC/ 2GB/ 500GB/ No OS)']|
[]|[]|['Rs. 30,590                ']|[]|[]|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu) (354234500iSU1)']|
[]|['10']|['Rs. 45,900                ']|['7']|['4.6']|['Dell Inspiron 3542 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph/ Touch) (3542541TB2BT)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 41,990                ']|[]|[]|['Lenovo Ideapad Flex 2-14 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ Touch) (59-429524)']|
