name|Price|Raiting|Votes|5|3|Pointer Device|Web Camera|Included Software|HDD Capacity|Keyboard|Brand|Audio I/O Channels|Sales Package|Ideal For|RAID Configurations|
[]|['9']|['Rs. 45,490                ']|['5']|['3.2']|['Dell Inspiron 15 3537 Laptop (4th Gen Ci5/ 4GB/ 500GB/ Win8/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['14']|['Rs. 58,890                ']|['6']|['4.5']|['Dell Inspiron 15 3542 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 26,989                ']|['2']|['3.5']|['Toshiba Satellite C50-A I001A Laptop (3rd Gen Ci3/ 2GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 28,700                ']|['3']|['3.7']|['Dell Inspiron 15 3521 Laptop (CDC/ 4GB/ 500GB/ Win8)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 23,900                ']|['3']|['4.2']|['Toshiba Satellite C50-B P0010 Notebook (4th Gen PQC/ 2GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 32,899                ']|['2']|['3.8']|['Dell Inspiron 15 3521 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Win8)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|[]|['4']|['4.1']|['HP Pavilion 15-p018TU Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (J2C45PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 19,700                ']|['0']|['4.8']|['Acer Gateway 4250S Notebook (APU Dual Core A4/ 2GB/ 320GB/ Linux) (UN.Y2ASI.113']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['6']|['Rs. 28,500                ']|['2']|['3.3']|['Dell Inspiron 15 3537 Laptop (4th Gen CDC/ 2GB/ 500GB/ Win8.1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['28']|['Rs. 22,499                ']|['13']|['3.4']|['Lenovo Ideapad S210 T (59-379266) Netbook (CDC/ 2GB/ 500GB/ Win8/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['14']|[]|['2']|['3.9']|['Lenovo Essential G400s (59-383679) Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 2GB Graph/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 19,599                ']|['3']|['4.1']|['Asus X200MA-KX141H X Others  -  11.6 inch, 500 GB HDD, 2 GB DDR3, DOS Netbook']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 30,990                ']|['2']|['4.1']|['Dell Inspiron 15 3537 Laptop (4th Gen Ci3/ 2GB/ 500GB/ Ubuntu/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['6']|['Rs. 28,220                ']|['4']|['3.5']|['Dell Inspiron 14 344234500iBU Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 21,100                ']|['1']|['4']|['Asus X551MA-SX101D X Pentium Quad Core  -  15.6 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|[]|['2']|['3.7']|['HP 14-v015TU Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (J3Z65PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 40,040                ']|['3']|['3.2']|['Lenovo Essential G400s (59-383670) Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win8/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['24']|[]|['14']|['4']|['Asus X550LD (XX082D) Notebook (4th Gen Ci7/ 8GB/ 1TB/ Free DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 26,990                ']|['3']|['4']|['HP 240 G1 Notebook (3rd Gen Ci3/ 2GB/ 500GB/ Free DOS) (F6Q29PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['17']|['Rs. 29,990                ']|['7']|['4.2']|['HP 15-D017TU Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Ubuntu)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 20,020                ']|['1']|['3']|['Asus X200MA-KX371B X Others  -  11.6 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Netbook']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 17,990                ']|['2']|['5']|['Asus X200MA-KX234D X Series Others  -  11.6 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 34,990                ']|['5']|['4.1']|['Lenovo G50-70 59-413724 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 35,330                ']|['3']|['4.2']|['Dell Vostro 14 V3446 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Windows 8.1/ 2 GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['73']|['Rs. 24,990                ']|['28']|['3.2']|['HP 14-Q001TU Chromebook (4th Gen CDC/ 4GB/ 16GB SSD/ Chrome OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 34,300                ']|['1']|['2.5']|['Dell Inspiron 3442 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['52']|['Rs. 48,800                ']|['22']|['4.6']|['Lenovo Ideapad Z500 (59-380463) Laptop (3rd Gen Ci5/ 6GB/ 1TB/ Win8/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 61,950                ']|['1']|['4.1']|['Lenovo Z50-70 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1) (59-427812)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 58,690                ']|['3']|['5']|['Dell Inspiron 15 3542 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 34,990                ']|['1']|['4.5']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (3542341TBiS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 25,120                ']|['1']|['5']|['Asus X102BA-DF039H Netbook (APU Dual Core A4/ 2GB/ 500GB/ Win8)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['15']|['Rs. 26,429                ']|['8']|['3.5']|['Acer Aspire E1-570 Notebook (3rd Gen Ci3/ 2GB/ 500GB/ Linux) (NX.MEPSI.001)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 54,990                ']|['5']|['3.1']|['Lenovo Z50-70 Notebook (4th Gen Ci5/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (59-427805)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 26,000                ']|['0']|['5']|['Asus X550CA (XX545D) Notebook (3rd Gen Ci3/ 2GB/ 500GB/ Free DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 41,090                ']|['2']|['3.7']|['Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1) (3546541TBiG)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['13']|['Rs. 38,990                ']|['9']|['4.3']|['Lenovo G50(59-413719) G Intel Core i3  -  15.6 inch, 1 TB HDD, 8 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['6']|['Rs. 28,540                ']|['0']|['3.7']|['HP Pavilion Touchsmart 10-e007AU Netbook (APU Dual Core A4/ 2GB/ 500GB/ Win8.1/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['10']|['Rs. 35,990                ']|['2']|['3.8']|['Lenovo B590/59-409293 Notebook (3rd Gen Ci5/ 4GB/ 500GB/ Free DOS/ 1GB Graph) (59-409293)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['35']|['Rs. 66,000                ']|['18']|['4.2']|['Dell Inspiron 15R Laptop (4th Gen Ci7/ 8GB/ 1TB/ Win8/ 2GB Graph/Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 18,500                ']|['3']|['3.2']|['Lenovo G50-45 Notebook (APU E1/ 2GB/ 500GB/ Win8.1) (80E3005RIN)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 33,499                ']|['2']|['3.2']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['17']|[]|['9']|['3.7']|['Asus X550LD-XX064D X Intel Core i5  -  15.6 inch, 1 TB HDD, 4 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 21,500                ']|['0']|['5']|['Asus F200MA-KX235H F Pentium Quad Core  -  11.6 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Netbook']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['10']|['Rs. 36,600                ']|['5']|['3.6']|['Lenovo Essential B490 (59-384796) Laptop (3rd Gen Ci5/ 2GB/ 500GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 42,540                ']|['1']|['5']|['Dell Vostro 3546 Notebook (4th Gen Ci5/ 8GB/ 1TB/ Ubuntu/ 2GB Graph) (3564581TB2GU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['74']|['Rs. 67,900                ']|['20']|['4.5']|['Apple MD711HN/A MacBook Air (4th Gen Ci5/ 4GB/ 128GB Flash/ Mac OS X Mountain Lion)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 32,999                ']|['6']|['3.1']|['Toshiba Satellite C50-A I0111 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8.1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|[]|[]|[]|['Dell Vostro 3546 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1) (354634500iG)']|
[]|['7']|['Rs. 46,990                ']|['3']|['4.6']|['Dell Vostro 3546 Notebook (4th Gen Ci5/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (3546581TB2G)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 21,690                ']|['0']|['1']|['Dell Inspiron 3541 Notebook (APU Dual Core E1/ 4GB/ 500GB/ Win8.1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 26,599                ']|['3']|['3']|['Asus F200MA-KX131H F Pentium Quad Core  -  11.6 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 30,900                ']|['0']|['3.5']|['HP 240 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['23']|['Rs. 29,550                ']|['6']|['4.4']|['Dell Inspiron 15 3521 Laptop (3rd Gen PDC/ 4GB/ 500GB/ Win8)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['10']|['Rs. 54,990                ']|['1']|['4.9']|['Lenovo ThinkPad E431 (62774XQ) Laptop (3rd Gen Ci5/ 4GB/ 500GB/ DOS/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 26,450                ']|['0']|['4.2']|['Dell Inspiron 15 3521 Laptop (CDC/ 2GB/ 500GB/ Linux)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['38']|['Rs. 77,490                ']|['19']|['4']|['Lenovo Y50-70 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (59-428436)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['51']|['Rs. 34,300                ']|['29']|['3.9']|['Toshiba Satellite C50-A X0012 Laptop (4th Gen Ci5/ 4GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 23,199                ']|['0']|['5']|['Dell Inspiron 3541 Notebook (APU Dual Core E1/ 4GB/ 500GB/ Ubuntu)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 25,990                ']|['1']|['4.4']|['HP 240 G3 G3 Series Pentium Quad Core  -  14 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 41,900                ']|['1']|['3']|['HP Pro 450G0 Notebook (3rd Gen Ci3/ 4GB/ 750GB/ Free DOS/ 1GB Graph) (G0R66PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 22,250                ']|['1']|['1']|['Dell Inspiron 14 3442 Notebook (4th Gen CDC/ 4GB/ 500GB/ Ubuntu)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 29,899                ']|['2']|['3.3']|['Dell Vostro 2520 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Ubuntu)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['18']|['Rs. 47,479                ']|['9']|['4.3']|['HP 15-P001TX Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (G8D90PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 31,990                ']|['4']|['4.1']|['Dell Inspiron 15 3537 Laptop (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 22,500                ']|['0']|['4.5']|['Lenovo Ideapad G50-30 (80G0000KIN) Notebook (1st Gen PQC/ 2GB/ 500GB/ Free DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 24,999                ']|[]|[]|['Dell Inspiron 3442 Notebook (4th Gen PDC/ 4GB/ 500GB/ Ubuntu) (3442P4500iBU)']|
[]|['19']|['Rs. 125,999                ']|['4']|['4.5']|['Apple ME293HN/A MacBook Pro (4th Gen Ci7/ 8GB/ 256 GB/ Mac OS X Mavericks/ Retina Display)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 34,679                ']|['0']|['3.7']|['Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Ubuntu) (354654500iGU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['14']|['Rs. 27,690                ']|['4']|['3.9']|['Dell Inspiron 15 3521 Laptop (3rd Gen CDC/ 4GB/ 500GB/ Ubuntu)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 46,990                ']|['2']|['3.2']|['Dell Inspiron 5547 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 22,725                ']|['2']|['2.8']|['Lenovo Ideapad Flex 10 (59-420157) Netbook (4th Gen CDC/ 2GB/ 500GB/ Win8/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 46,390                ']|['1']|['5']|['Dell Inspiron 3542 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (3542541TB2B)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 20,399                ']|['2']|['2.7']|['Toshiba Satellite C50-A E0011 Laptop (4th Gen CDC/ 2GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 30,990                ']|['2']|['2']|['Acer V5-122P (NX.M8WSI.008) Netbook (APU Dual Core A4/ 2GB/ 500GB/ Win8/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 29,810                ']|['1']|['4.3']|['Dell Inspiron 3541 Notebook (APU Quad Core A6/ 4GB/ 500GB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 41,290                ']|['2']|['5']|['Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Ubuntu/ 2GB Graph) (3546541TB2GU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 27,350                ']|['4']|['4.8']|['Lenovo G50-45 Notebook (APU Quad Core A8/ 4GB/ 500GB/ Free Dos/ 2GB Graph) (80E300GYIN)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 29,000                ']|['0']|['5']|['HP 250 G3 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Free DOS) (J7V52PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['12']|['Rs. 49,400                ']|['6']|['4.2']|['Lenovo FLEX 2-14 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Win8.1/ 2GB Graph/ Touch) (59-420166)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 30,590                ']|['1']|['3.2']|['Dell Vostro 3546 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu) (354634500iGU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['28']|['Rs. 32,100                ']|['19']|['4.2']|['Toshiba Satellite C50D-A 60010 Laptop (APU Quad Core A6/ 4GB/ 750GB/ Win8.1/ 512MB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 26,490                ']|['3']|['4.4']|['HP 240 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Free Dos) (K1C59PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 28,670                ']|['2']|['5']|['Acer Aspire E E1-570 Notebook (3rd Gen Ci3/ 2GB/ 500GB/ Linux) (NX.MGUSI.003)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 22,900                ']|['4']|['4.1']|['Toshiba Satellite C50D-A M0011 Laptop (APU Dual Core/ 2GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 24,490                ']|['1']|['4.5']|['Lenovo G40(80FY002MIN) G Others  -  14 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 26,890                ']|['2']|['4.3']|['Lenovo Ideapad G50-70 (59-417086) Notebook (4th Gen Ci3/ 2GB/ 500GB/ Free DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 37,400                ']|['0']|['1']|['Dell Inspiron 14 3442 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 25,999                ']|['1']|['3.2']|['Acer Aspire E E1-510 Notebook (1st Gen PQC/ 2GB/ 500GB/ Win8.1) (NX.MGRSI.006)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 30,199                ']|[]|[]|['Toshiba Satellite C50-A I0017 Laptop (4th Gen Ci3/ 4GB/ 500GB/ No OS)']|
[]|['8']|[]|['1']|['2.8']|['Lenovo Ideapad G50-70 (59-413698) Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 37,590                ']|['0']|['3.6']|['Dell Inspiron 5447 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1) (544734500iS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 20,990                ']|['0']|['4.6']|['Asus Bing-KX395B X Series Pentium Quad Core  -  11.6 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 34,000                ']|[]|[]|['Acer Aspire E E1-570 Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 128MB Graph) (NX.MEPSI.007)']|
[]|['6']|[]|['4']|['4']|['HP Pavilion 15-p017TU Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (J2C44PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 26,199                ']|['2']|['3.3']|['Dell Inspiron 3541 Notebook (APU Quad Core A6/ 4GB/ 500GB/ Ubuntu/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['6']|['Rs. 29,990                ']|['1']|['4.3']|['Asus T100TA (Touch) Transformer Series Others  -  10.1 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['172']|['Rs. 17,500                ']|['69']|['4.2']|['Asus 1015E-CY041D Netbook (CDC/ 2GB/ 320GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 35,500                ']|['1']|['3.7']|['HP (i5/ 4GB RAM/ 1 GB Graphics)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['48']|['Rs. 88,900                ']|['16']|['4.3']|['Apple MD761HN/A MacBook Air (4th Gen Ci5/ 4GB/ 256GB Flash/ Mac OS X Mountain Lion)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['5']|['Rs. 37,130                ']|['2']|['4.6']|['Dell Vostro 14 V3446 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Ubuntu/ 2 GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 22,880                ']|['6']|['3.8']|['Asus F200CA-KX069H F Pentium Dual Core  -  11.6 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 32,799                ']|['2']|['4.7']|['Lenovo ThinkPad E431 (62771F0) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['18']|['Rs. 28,999                ']|['10']|['4.6']|['Lenovo B490 (59-381836) Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['11']|[]|['6']|['4.6']|['Apple MGX72HN/A MacBook Pro Notebook (Ci5/ 8GB/ Mac OS X Mavericks)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 31,290                ']|['1']|['1']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Ubuntu) (3542341TBiSU)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['19']|[]|['6']|['4.2']|['Apple ME864HN/A MacBook Pro (4th Gen Ci5/ 4GB/ 128GB Flash/ Mac OS X Mavericks)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['13']|['Rs. 29,000                ']|['0']|['4.6']|['HP 10-h005RU X2 Slatebook (Tegra 4/ 2GB/ 64GB eMMC/ Android 4.2 (Jelly Bean)/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 31,550                ']|['2']|['1.5']|['Dell Inspiron 3442 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1) (344234500iB1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['24']|['Rs. 65,499                ']|['16']|['4.3']|['Dell Inspiron 15R 5537 Laptop (4th Gen Ci7/ 8GB/ 1TB/ Win8/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['24']|['Rs. 40,400                ']|['10']|['4']|['Lenovo Essential G500 (59-370339) Laptop (3rd Gen Ci5/ 4GB/ 500GB/ DOS/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 37,990                ']|['0']|['2.7']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
