/,doc1.py,NULL,
/rough/1/docProps,sample_question_doc.docx,160,
/rough/1,sample_question_doc.docx,160,
/rough/1/word/media,sample_question_doc.docx,160,
/rough/1/word,sample_question_doc.docx,160,
/rough/1/_rels,sample_question_doc.docx,160,
/rough,sample_question_doc.docx,160,
/rough,~$mple_question_doc.docx,NULL,
/,sample_question_doc - Copy.docx,187,
/,sample_question_doc.docx,160,
/,stats.csv,NULL,
/,test.py,NULL,
/,~$mple_question_doc.docx,NULL,
