"name"|"cost"|"discount"|"originalPrice"|"ratings"|"noReviews"|"votes"|"Product Weight"|"Age Group"|"Type"|"Ideal For"|"Number of Contents"|"Size"|"Powered by"|" "|"Product Depth"|"Product Width"|"Country of Manufacture"|"Filling Material"|"Product Height"|"Rechargeable"|"Battery Type"|"Character"|"Series"|"Washable"|"Sound Support"|"Height"|"Width"|"External Material"|" The design of the giraffe may slightly vary from what is shown in the image "|"Depth"|" Ribbons may vary "|" Color may slightly vary. "|" Color and Style of the Bow may vary "|" Exact color of product may vary from the color in the image "|" Customer may get any one of the two product based on availability "|" The bow color of the delivered doll may vary from what is shown in the image "|" The ribbon color and the design may vary from what is shown in the image. "|"Brand"|"Machine Washable"|"With Pillow Cover"|"Ideal Usage"|"Model Name"|"Model ID"|"Color"|"Sales Package"|" The color of bow of the delivered product may vary from what is shown in the image "|" The design of the delivered product may slightly vary from what is shown in the image "|" The color of the product displayed may differ from the actual product, Due to scarcity of this product, color of muffler may vary. "|" Color may slightly vary "|""|ImageURL"
Dimpy Stuff Strawberry Fruit Toy Cushion - 12.99 inch|170|5%|179|4.2|1|4|100 g|1 - 10 Years|Cushions & Pillows|Girls, Boys|1|12.99 inch|Non Battery|Strawberry Fruit Cushion|N/A|N/A|India|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Car Hanging Teddy - 4 inch|149|66%|449|2|1|4|500 g|1 - 6 Years|Teddy Bears|N/A|N/A|4 inch|N/A|N/A|2 inch|6 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Rabbit SS Pen Stand - 1.65 mm|149|25%|199||||200 g|0 - 5 Years|Interactive Soft Toys|N/A|N/A|1.65 mm|N/A|N/A|0.75 inch|0.75 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Hero Purple Pillow with Teddy Bear - 12 Inch|454|54%|999||||400 g|1 - 12 Years|Cushions & Pillows|N/A|N/A|12 Inch|N/A|N/A|16 inch|2.8 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Double Heart Teddy - 18 inch|349|61%|899|1|1|2|500 g|1 - 20 Years|Teddy Bears|N/A|N/A|18 inch|N/A|N/A|9 inch|12 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Pillowpets Dalmatian - 9.3 inch|749|50%|1499||||470 g|3 - 15 Years|Cushions & Pillows|Girls, Boys|N/A|9.3 inch|Non Battery|N/A|9.5 inch|18.2 inch|N/A|N/A|9.3 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Joey Toys Mother Child Teddy - 16.5 inch|707|41%|1199|4.6|1|5|700 g|2 - 20 Years|Teddy Bears|N/A|N/A|Large, 16.5 inch|N/A|N/A|13.7 inch|13.7 inch|India|Polyester, Cotton|N/A|N/A|N/A|Teddy Bear|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Nemo - 10 inch|539|10%|599|4.3|2|18|N/A|2 - 10 Years|Cartoon Characters|Girls, Boys|N/A|10 inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|N/A|Finding Nemo|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Elephant - 27 cm|324|23%|421||||200 g|1 - 16 Years|Pets & Animals|N/A|N/A|27 cm, 27 cm|N/A|N/A|2.7 inch|5.1 inch|India|Fiber|10.6299212598425 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Pink Teddy With Red Heart - 6 Inch|199|83%|1199||||120 g|1 - 10 Years|Teddy Bears|N/A|N/A|6 Inch|N/A|N/A|6 inch|6 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Soft Ball - 8.26 inch|145|||3.7|12|49|100 g|3 - 15 Years|Soft Balls|Girls, Boys|1|8.26 inch|Non Battery|Non-toxic|N/A|N/A|India|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Smiledrive Snuggle Arm Shaped Stuffed Pillow Toy - 25 inch|899|40%|1499|3.8|3|4|150 g|4 - 12 Years|Cushions & Pillows|N/A|N/A|25 inch|N/A|15 Days Replacement Warranty|5 inch|22 inch|China|Polyester, Cotton|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Funzoo Makhan Chor - 12 inch|289|||5|1|1|200 g|2 - 10 Years|Cartoon Characters|N/A|N/A|Small, 12 inch|N/A|N/A|3.93700787401574 inch|6.69291338582677 inch|India|Cotton|N/A|N/A|N/A|Krishna|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Lord Ganesha - 9 inch|299|62%|799||||500 g|1 - 6 Years|Interactive Soft Toys|N/A|N/A|9 inch|N/A|N/A|4 inch|16 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Hugging Pair Teddy with Heart - 6 inch|380|36%|599|4||4|100 g|3 - 6 Years|Teddy Bears|N/A|N/A|Medium, 6 inch|N/A|N/A|3 inch|4 inch|India|Fiber|6 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Donald Big Head - Soft Boa - 8 inch|374|25%|499|1||1|80 g|3 - 15 Years|Cartoon Characters|Girls, Boys|N/A|8 inch|Non Battery|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|Donald Duck|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Cute Colorful Caterpillar Soft Toy-55 cm - 2.4 inch|249|50%|499|2.3|2|3|400 g|1 - 5 Years|Pets & Animals|Boys, Girls|N/A|2.4 inch|N/A|N/A|22 inch|2.4 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles I Love You Teddy - 3 inch|199|24%|265|3||1|100 g|3 - 6 Years|Teddy Bears|N/A|N/A|Small, 3 inch|N/A|N/A|1.3 inch|1.5 inch|India|Fiber|2.7 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Small Teddy - 10 inch|259|48%|499|1|1|1|500 g|1 - 10 Years|Teddy Bears|N/A|N/A|10 inch|N/A|N/A|5 inch|9 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Animal Planet Forest Collectibles - Orangutan - 6 inch|399|||3.7||3|N/A|3 - 15 Years|Interactive Soft Toys|Boys, Girls|N/A|6 inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Pen Stand - 6 inch|249|54%|549|4.6||5|200 g|5 - 12 Years|Pets & Animals|N/A|N/A|6 inch|N/A|N/A|3 inch|5.5 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Cap Teddy - 36 cm|399|11%|452||||250 g|1 - 41 Years|Teddy Bears|N/A|N/A|36 cm, 36 cm|N/A|N/A|6 cm|12 cm|India|Fiber|36 cm|N/A|N/A|N/A|Teddy Bears|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Elephant - 11.81 inch|411|25%|549|3.4|1|8|320 g|0 - 15 Years|Pets & Animals|Girls, Boys|1|11.81 inch|Non Battery|1 Elephant|3.94 inch|11.81 inch|India|Polyester|11.81 inch|N/A|N/A|N/A|N/A|N/A|N/A|30.31 inch|22.44 inch|N/A|N/A|22.44 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Elephant with ball - 1.65 mm|149|25%|199||||200 g|0 - 5 Years|Interactive Soft Toys|N/A|N/A|1.65 mm|N/A|N/A|0.75 inch|0.75 inch|India|N/A|1.65 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
NSK SOFT TOYS Teddy bear - 35.4 inch|1189|15%|1400|5|1|1|700 g|3 - 20 Years|Teddy Bears|N/A|N/A|35.4 inch|N/A|N/A|13.77 inch|9.5 inch|India|Polyester|N/A|N/A|N/A|Teddy bear|NSK SOFT TOYS|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Pen & Pencil Holder Teddy - 4 inch|299|2%|307|2||1|100 g|3 - 6 Years|Teddy Bears|N/A|N/A|Small, 4 inch|N/A|N/A|1.5 inch|1.9 inch|India|Fiber|3.9 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Spandex Beads Heart - 11.81 inch|382|4%|399|4.3|2|3|India|Cushions & Pillows|Yes|11.81 inch|N/A|Non Battery|Soft Fabric|1 Stuff Toy|N/A|N/A|2 - 8 Years|N/A|N/A|N/A|N/A|N/A|N/A|Boys, Girls|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|350 g|
Indian Gift Bazaar Car Hanging Teddy - 4 inch|149|66%|449|2|1|4|500 g|1 - 20 Years|Teddy Bears|N/A|N/A|4 inch|N/A|N/A|2 inch|6 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Minnie Monochrome - 24 inch|2099|25%|2799||||N/A|2 - 12 Years|Cartoon Characters|Girls|1|24 inch|Non Battery|N/A|5.9 inch|15.74 inch|China|N/A|24.4 inch|N/A|N/A|Minnie Mouse|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Doraemon JFY pen stand - 1.55 mm|149|25%|199||||200 g|0 - 5 Years|Interactive Soft Toys|N/A|N/A|1.55 mm|N/A|N/A|0.75 inch|0.75 inch|India|N/A|1.55 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Caterpillar - 21 inch|295|54%|649||||200 g|3 - 6 Years|Pets & Animals|N/A|N/A|Medium, 21 inch|N/A|N/A|2 inch|2 inch|India|Fiber|N/A|N/A|N/A|N/A|Caterpillar|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Doraemon SS pen stand - 1.55 mm|149|25%|199||||200 g|0 - 5 Years|Interactive Soft Toys|N/A|N/A|1.55 mm|N/A|N/A|0.75 inch|0.75 inch|India|N/A|1.55 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Cap Teddy - 27 inch|930|22%|1200||||100 g|3 - 6 Years|Teddy Bears|N/A|N/A|Medium, 27 inch|N/A|N/A|5 inch|9 inch|India|Fiber|N/A|N/A|N/A|N/A|Teddy Bears|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E Soft Cream Teddy Bear with Muffler - 14.4 inch|477|47%|900||||400 g|2 - 20 Years|Teddy Bears|N/A|N/A|14.4 inch|N/A|N/A|9.6 inch|5.6 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Bunny Hand Puppet - 8 Inch|199|20%|249||||200 g|0 - 8 Years|Puppets|N/A|N/A|8 Inch|N/A|N/A|9 inch|8 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Teddy Bear - 8 Inch|229|23%|299||||210 g|1 - 10 Years|Teddy Bears|N/A|N/A|8 Inch|N/A|N/A|8 inch|5 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Digital Printed Cushion Alphabets - 14 inch|275|31%|399||||270 g|0 - 99 Years|Cushions & Pillows|N/A|N/A|14 inch|N/A|N/A|3 inch|14 inch|India|Polyester|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles My Love Teddy - 10 inch|350|12%|400|2.7||3|200 g|3 - 6 Years|Teddy Bears|N/A|N/A|Medium, 10 inch|N/A|N/A|4.7 inch|5.9 inch|India|Fiber|9.8 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Simba Sitting Talk Back and Poke Me Tom - 10 inch|2749|1%|2799|5||1|580 g|3 - 15 Years|Interactive Soft Toys|Boys, Girls|1|10 inch|Battery|Moveable Mouth, Touch Sensor, Signature Funny Voice|N/A|N/A|China|N/A|N/A|No|3 AA Batteries|N/A|N/A|No|Yes|9.84 inch|6.69 inch|N/A|N/A|5.11 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
KKD (Kids Zone) Teddy With Love (Large) - 26 CM|480|52%|1000||||200 g|0 - 10 Years|Teddy Bears|N/A|N/A|26 CM|N/A|N/A|20 inch|39 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Duck with Quack Quack Sound - 10 inch|349|22%|450||||200 g|0 - 6 Years|Pets & Animals|N/A|N/A|Medium, 10 inch|N/A|N/A|5 inch|6 inch|India|Fiber|N/A|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Joey Toys Honey Rabbit - 10 inch|309|48%|599|4.3||3|200 g|1 - 16 Years|Pets & Animals|N/A|N/A|Small, 10 inch|N/A|N/A|8.5 inch|6.5 inch|India|Polyester, Cotton|N/A|N/A|N/A|Stuffed Animals|Stuffed Animals|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Funzoo Hanuman Ji - 20 inch|369|||4|1|1|400 g|2 - 8 Years|Cartoon Characters|N/A|N/A|Medium, 20 inch|N/A|N/A|5.11811023622047 inch|3.54330708661417 inch|India|Cotton|N/A|N/A|N/A|Krishna|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Elephant - 9 inch|399|16%|480||||150 g|2 - 12 Years|Pets & Animals|N/A|N/A|Medium, 9 inch|N/A|N/A|6 inch|8 inch|India|Fiber|N/A|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Teddy I Love You Cushion - 14 inch|480|43%|855|5||1|250 g|3 - 6 Years|Cushions & Pillows|N/A|N/A|Medium, 14 inch|N/A|N/A|2 inch|8 inch|India|Fiber|N/A|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Heart|200||||||N/A|3 - 20 Years|Cushions & Pillows|Girls, Boys|1|N/A|N/A|N/A|N/A|11.02 inch|China|N/A|13.78 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
itoys Powerpuff Girls Soft Toy Musical Hammer - 6.1 inch|199|33%|299|5||2|450 g|4 - 15 Years|Cartoon Characters|Girls|1|6.1 inch|N/A|Soft Hammer with Characterised Face, Music on Bangging|2.17 inch|6.1 inch|India|N/A|6.1 inch|N/A|N/A|Powerpuff Girls|N/A|N/A|N/A|N/A|N/A|Plush|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Madagascar Alex - 8 inch|495|||3.8|||N/A|2 - 16 Years|Cartoon Characters|Boys, Girls|N/A|8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Cat - 7.8 inch|240|31%|350||||105 g|0 - 83 Years|Pets & Animals|N/A|N/A|7.8 inch|N/A|N/A|4 inch|4 inch|India|Polyester|N/A|N/A|N/A|Pets|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Love Heart with Teddy - 17 inch|499|44%|900|4|1|1|400 g|2 - 16 Years|Teddy Bears|N/A|N/A|Medium, 17 inch|N/A|N/A|4 inch|12 inch|India|Fiber|N/A|N/A|N/A|N/A|Love|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Angry Birds Plush|299|14%|349|4.1|6|30|40 g|3 - 12 Years|Cushions & Pillows|Girls, Boys|1|5 Inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Panda Teddy - 9 inch|370|12%|421||||200 g|3 - 6 Years|Teddy Bears|N/A|N/A|Medium, 9 inch|N/A|N/A|3.9 inch|5.1 inch|India|Fiber|8.6 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Delhitraderss Dlt Creations Baal Ganesh Soft Toy - 11.5 inch|350|53%|750|3|1|1|200 g|1 - 12 Years|Cartoon Characters|N/A|N/A|11.5 inch|N/A|N/A|5 inch|14.5 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Perfect Petzzz Beagle|2999|||5|1|2|N/A|3 - 7 Years|Pets & Animals|Girls, Boys|N/A|N/A|Battery|1 Pet, 1 Brush, Battery Included, 1 Cot|0 inch|0 inch|China|N/A|0 inch|No|1 Alkaline Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Big Squirrel - Gilehari - 5 inch|299|40%|499||||500 g|1 - 6 Years|Pets & Animals|N/A|N/A|5 inch|N/A|N/A|3 inch|10 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Rabbit - 6 inch|349|56%|799|5||2|200 g|5 - 12 Years|Pets & Animals|N/A|N/A|6 inch|N/A|N/A|6 inch|5 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Sitting Dog - 15 inch|399|11%|453||||400 g|3 - 6 Years|Pets & Animals|N/A|N/A|Medium, 15 inch|N/A|N/A|4 inch|3 inch|India|Fiber|N/A|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Fancy Purple Pillow with Teddy Bear-40 cm - 12 inch|454|51%|940|2||1|400 g|1 - 5 Years|Cushions & Pillows|Boys, Girls|N/A|12 inch|N/A|N/A|16 inch|2.8 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Heart Cu - 14.17 inch|399|||4.7||3|250 g|2 - 16 Years|Cushions & Pillows|Boys, Girls|N/A|14.17 inch|Non Battery|1 Stuff Toy|3.93 inch|11.81 inch|India|Polyester|14.17 inch|N/A|N/A|N/A|N/A|Yes|N/A|30.31 inch|22.44 inch|N/A|N/A|22.44 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
