"name"|"cost"|"discount"|"originalPrice"|"ratings"|"noReviews"|"votes"|"Product Weight"|"Product Depth"|"Product Width"|"Product Height"|"Country of Manufacture"|"Age Group"|"Type"|"Series"|"Filling Material"|"Size"|"Washable"|"Ideal For"|"Number of Contents"|"Character"|"Rechargeable"|"Powered by"|"Battery Type"|" "|" Hamleys is available online exclusively on Flipkart. "|"Height"|"Width"|"Depth"|"External Material"|"Machine Washable"|"Brand"|"With Pillow Cover"|"Ideal Usage"|"Model Name"|"Model ID"|"Color"|"Sales Package"|" For Safety Sake, Remove All Tags and Plastic Loops Before Giving this Item to the Child "|"Weight"|"Sound Support"|" The color of the delivered product may vary from what is shown in the image "|" Customer may get any one of the two product based on availability "|" Color may slightly vary. "|" The design of the giraffe may slightly vary from what is shown in the image "|" Ribbons may vary "|" Color and Style of the Bow may vary "|" Exact color of product may vary from the color in the image "|" The bow color of the delivered doll may vary from what is shown in the image "|" The ribbon color and the design may vary from what is shown in the image. "|" The color of bow of the delivered product may vary from what is shown in the image "|" The design of the delivered product may slightly vary from what is shown in the image "|" The color of the product displayed may differ from the actual product, Due to scarcity of this product, color of muffler may vary. "|" Color may slightly vary "|" Color may vary. "|" Product displayed on the website may slightly vary. "|" Color of the ball might vary "|" Colour of the Pot might Vary "|""|ImageURL"
Manchester City F.C. Mini Beanie Bear SB - 21 cm|799||||||85 gm|7 cm|15 cm|N/A|China, Thailand, Spain, United Kingdom|3 - 9 Years|Teddy Bears|N/A|N/A|21 cm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Set Of 2 Cushion & Duck - 10 Inch|449||||||300 g|10 inch|6 inch|N/A|India|1 - 10 Years|Cushions & Pillows|N/A|N/A|10 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Sun Shine Cap Teddy with Soft Playball - 12 inch|249|54%|549||||600 g|6 inch|8 inch|N/A|India|1 - 6 Years|Teddy Bears|N/A|N/A|12 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Hourse Hand Puppet - 9 Inch|199|20%|249||||200 g|9 inch|9 inch|N/A|India|0 - 8 Years|Puppets|N/A|N/A|9 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Hamleys Floppy Cat - 6 inch|499||||||N/A|N/A|N/A|N/A|N/A|Pets & Animals|Boys, Girls|N/A|N/A|Non Battery|N/A|6 inch|N/A|N/A|N/A|1 Soft Toy|N/A|N/A|0 - 15 Years|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ideal Home Dream Lites Pillow Pets - Fluttery Butterfly - 12.5 Inch|1499|6%|1599||||450 g|3.5 inch|11 inch|N/A|China|0 - 10 Years|Interactive Soft Toys|N/A|N/A|12.5 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1 week replacement warranty against manufacturing defects.|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Micky HB pen Stand - 1.65 mm|149|25%|199||||200 g|0.75 inch|0.75 inch|N/A|India|0 - 5 Years|Interactive Soft Toys|N/A|N/A|1.65 mm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Ball with numbers Green - 1.53 mm|249|16%|299||||200 g|0.75 inch|0.75 inch|N/A|India|0 - 5 Years|Soft Balls|N/A|N/A|1.53 mm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Chester - 13 inch|899|||1|||214 g|N/A|N/A|N/A|USA|3 - 12 Years|Pets & Animals|N/A|N/A|13 inch|Yes|Girls, Boys|N/A|N/A|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Funzoo Bull Dog CD - 26 inch|695|30%|999||||600 g|11.8110236220472 inch|15.7480314960629 inch|N/A|India|2 - 10 Years|Pets & Animals|N/A|Cotton|Medium, 26 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Angry Birds Plush-Piglet|549|15%|649|4.5|||40 g|8.27 inch|8.66 inch|11.81 inch|China|6 - 12 Years|N/A|N/A|N/A|8 inch|N/A|Boys, Girls|1|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Yellow Scarf Teddy - 12.5 inch|360|16%|432||||400 g|5.5 inch|6.6 inch|12.2 inch|India|2 - 20 Years|Teddy Bears|Animal Shop|Fiber|Small, 12.5 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Colourful Giraffe - 13 inch|449|10%|499||||110 g|6 inch|4 inch|N/A|India|3 - 15 Years|Pets & Animals|N/A|100% Polyester Staple Fibre|13 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Father Teddy - 23 inch|799|38%|1299||||350 g|8 inch|12 inch|N/A|India|0 - 10 Years|Teddy Bears|Teddy Bear|Fiber|Medium, 23 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Wild Republic Clasp Purse Yellow Lab - 5.1 inch|375|||2||3|48 g|2.2 inch|6.9 inch|5.1 inch|China|3 - 15 Years|Pets & Animals|N/A|N/A|5.1 inch|Yes|Girls, Boys|N/A|N/A|N/A|Non Battery|N/A|Surface Wash, Uses of Finest Fabric, Ideal for Storing Coins|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Dog Cushion - 14 inch|250|16%|299||||220 g|12.8 inch|4.8 inch|12 inch|India|3 - 99 Years|Cushions & Pillows|N/A|PLOYERSTER FIBER|14 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
EDUEDGE Lets Do Drama - Donkey - 12 inch|324|11%|365||||135 g|6 inch|4 inch|N/A|India|3 - 9 Years|Puppets|N/A|Cloth|12 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Jellycat Bashful Beige Bunny Baby - 5.12 inch|479|40%|799||||200 g|N/A|N/A|N/A|UK|1 - 6 Years|Pets & Animals|N/A|N/A|5.12 inch|N/A|Boys, Girls|1|N/A|N/A|Non Battery|N/A|Soft Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Haba Wind - Up Scampering Rabbit - 4.33 inch|987|40%|1645||||28 g|N/A|3.14 inch|4.33 inch|Germany|0 - 10 Years|Pets & Animals|N/A|N/A|4.33 inch|N/A|Boys, Girls|1|N/A|N/A|Non Battery|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Sb Monkey - 9 inch|224|10%|249||||100 g|5 inch|5 inch|N/A|India|2 - 12 Years|Pets & Animals|N/A|100% Polyester Staple Fibre|9 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Pooh with Honey Pot - 10 inch|595|||2.3|||N/A|N/A|N/A|China|1 - 10 Years|Boys, Girls|N/A|N/A|N/A|N/A|N/A|10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|10 inch|
Wild Republic Clasp Purse Turtle - 5.4 inch|355|5%|375|4||2|58 g|3.1 inch|8 inch|5.4 inch|China|3 - 15 Years|Pets & Animals|N/A|N/A|5.4 inch|Yes|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Ball - Small BR - 6 inch|203|9%|225||||80 g|6 inch|6 inch|N/A|India|3 - 12 Years|Soft Balls|N/A|100% Polyester Staple Fibre|6 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Joey Toys Caterpillar Large - 5.9 inch|587|40%|989|5|||380 g|39.3 inch|6.2 inch|N/A|India|1 - 16 Years|Pets & Animals|Animals|Polyester, Cotton|Large, 5.9 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Eduedge Lets Do Drama - Three Little Pigs - 10 inch|823|11%|925||||205 g|1 inch|4 inch|N/A|India|3 - 9 Years|Puppets|N/A|Cloth|10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Archies Twisting Musical Monkey - 9 inch|1399||||||500 g|4 inch|4 inch|N/A|China|2 - 16 Years|Pets & Animals|N/A|N/A|9 inch|N/A|N/A|N/A|Monkey|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Cat Cushion - 4.8 inch|400|20%|500||||360 g|16 inch|16 inch|N/A|India|2 - 99 Years|Cushions & Pillows|N/A|Polyester Fiber|4.8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Bunny - 18 Inch|485|41%|829||||375 g|6 inch|7 inch|N/A|India|2 - 12 Years|Pets & Animals|N/A|Polyester|18 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Head Rest-Blue - 8.8 inch|269|10%|299||||150 g|13.6 inch|3.2 inch|N/A|India|3 - 14 Years|Cushions & Pillows|N/A|100% Polyester Staple Fibre|8.8 inch|N/A|N/A|N/A|Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Donald Big Head 10 Inch - 10 inch|549||||||130 g|7 inch|5 inch|N/A|China|3 - 12 Years|Cartoon Characters|N/A|N/A|10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Minnie with Heart - 10 inch|799|11%|899||||53 g|N/A|N/A|N/A|N/A|0 - 15 Years|Cartoon Characters|N/A|N/A|10 inch|N/A|Girls|N/A|Minnie Mouse|N/A|Non Battery|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Adjustable Rocking Dog - 10 inch|399|50%|799||||500 g|5 inch|12 inch|N/A|India|0 - 10 Years|Pets & Animals|N/A|N/A|10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Wild Republic Brown Tiger 16 Inches - 16 inch|899||||||0.5 g|16 inch|8.2 inch|N/A|China|3 - 12 Years|Pets & Animals|N/A|N/A|Medium, 16 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Boos Spells Snow - 7 inch|449||||||86 g|3.5 inch|4 inch|N/A|USA|2 - 8 Years|Pets & Animals|N/A|N/A|7 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Red Ballon Heart Teddy - 6 inch|319|41%|549||||200 g|5 inch|4 inch|N/A|India|1 - 6 Years|Teddy Bears|N/A|N/A|6 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Angry Birds Plush|369|13%|429|4.3|||40 g|4.33 inch|4.92 inch|5.91 inch|China|1 - 10 Years|Cartoon Characters|N/A|N/A|5 inch|N/A|Girls, Boys|1|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Joey Toys Brownie Dog - 15.7 inch|500|49%|999|5|||600 g|19.6 inch|7.8 inch|N/A|India|1 - 18 Years|Pets & Animals|Stuffed Animals|Polyester, Cotton|Large, 15.7 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ellishas World Sweet Heart Medium - 20 Inch|845|11%|950||||535 g|10 inch|15 inch|N/A|India|3 - 20 Years|Teddy Bears|N/A|Reliance Recron|Medium, 20 Inch|N/A|N/A|N/A|Sweet Heart Medium|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Teddy - 12 inch|549|45%|999|5|||200 g|7 inch|5 inch|N/A|China|2 - 20 Years|Interactive Soft Toys|N/A|N/A|12 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Majorette Drift Master Cushion - 14.17 inch|359|10%|399||||240 g|N/A|14.17 inch|14.17 inch|India|3 - 15 Years|Cushions & Pillows|N/A|PSF Filling with Polyester Fabric|14.17 inch|Yes|Boys|N/A|N/A|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Eduedge Lets Do Drama - Zebra - 10 inch|270|11%|305||||60 g|1 inch|4 inch|N/A|India|3 - 9 Years|Puppets|N/A|Cloth|10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Funzoo Lolly Bear - 12 inch|349|||5|||200 g|7.08661417322834 inch|7.08661417322834 inch|N/A|India|2 - 10 Years|Teddy Bears|N/A|N/A|12 inch|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Classic Bear-My Mom - 9 inch|699|||3|||N/A|N/A|N/A|N/A|USA|2 - 15 Years|Pets & Animals|N/A|N/A|9 inch|N/A|Boys, Girls|1|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Sleeping Bear Brown - 10 inch|449|10%|499||||150 g|8 inch|6 inch|N/A|India|3 - 14 Years|Teddy Bears|N/A|100% Polyester Staple Fibre|10 inch|N/A|N/A|N/A|Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun Toys Super Soft Teddy Bear - 21.6535 inch|839|30%|1199||||520 g|7.08661 inch|11.8 inch|N/A|India|0 - 100 Years|Teddy Bears|N/A|Polyester Staple Fibre|21.6535 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Angry Birds Plush-Kings Pig|649|||4.5|||40 g|8.27 inch|8.66 inch|11.81 inch|China|0 - 10 Years|N/A|N/A|N/A|8 inch|N/A|Boys, Girls|1|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Colourful Turtle - 8 inch|269|10%|299||||70 g|7 inch|7 inch|N/A|India|1 - 10 Years|Pets & Animals|N/A|100% Polyester Staple Fibre|8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Archies Bear - 16 inch|2999||||||1000 g|50 inch|8 inch|N/A|China|2 - 25 Years|Teddy Bears|N/A|N/A|16 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Disco Doll with Car Hanging Teddy - 24 inch|349|53%|749||||1100 g|10 inch|12 inch|N/A|India|1 - 6 Years|Teddy Bears|N/A|N/A|24 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Cute Teddy with kid - 70 cm|899|19%|1110||||250 g|5.9 inch|9.8 inch|27.5590551181102 inch|India|1 - 16 Years|Teddy Bears|Teddy Bears|Fiber|70 cm, 70 cm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Couple Wedding Dress Teddies - 7 inch|499|33%|749||||500 g|3 inch|5 inch|N/A|India|1 - 6 Years|Teddy Bears|N/A|N/A|7 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Cap Teddy with Car Hanging Teddy and Soft Playball - 18 inch|449|52%|949||||800 g|8 inch|11 inch|N/A|India|1 - 6 Years|Teddy Bears|N/A|N/A|18 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
