"name"|"cost"|"discount"|"originalPrice"|"ratings"|"noReviews"|"votes"|"Product Weight"|"Product Depth"|"Product Width"|"Product Height"|"Country of Manufacture"|"Age Group"|"Type"|"Series"|"Filling Material"|"Size"|"Washable"|"Ideal For"|"Number of Contents"|"Character"|"Rechargeable"|"Powered by"|"Battery Type"|" "|" Hamleys is available online exclusively on Flipkart. "|"Height"|"Width"|"Depth"|"External Material"|"Machine Washable"|"Brand"|"With Pillow Cover"|"Ideal Usage"|"Model Name"|"Model ID"|"Color"|"Sales Package"|" For Safety Sake, Remove All Tags and Plastic Loops Before Giving this Item to the Child "|"Weight"|"Sound Support"|" The color of the delivered product may vary from what is shown in the image "|" Customer may get any one of the two product based on availability "|" Color may slightly vary. "|" The design of the giraffe may slightly vary from what is shown in the image "|" Ribbons may vary "|" Color and Style of the Bow may vary "|" Exact color of product may vary from the color in the image "|" The bow color of the delivered doll may vary from what is shown in the image "|" The ribbon color and the design may vary from what is shown in the image. "|" The color of bow of the delivered product may vary from what is shown in the image "|" The design of the delivered product may slightly vary from what is shown in the image "|" The color of the product displayed may differ from the actual product, Due to scarcity of this product, color of muffler may vary. "|" Color may slightly vary "|" Color may vary. "|" Product displayed on the website may slightly vary. "|" Color of the ball might vary "|" Colour of the Pot might Vary "|""|ImageURL"
Playgro Clip Clop Squeaker|199|20%|249||||5 g|N/A|N/A|N/A|China|1 - 4 Years|N/A|N/A|Cotton|Small|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Hamleys Giraffe - 13.77 inch|1999||||||N/A|N/A|N/A|N/A|N/A|Pets & Animals|Boys, Girls|N/A|N/A|Non Battery|N/A|Large, 13.77 inch|N/A|N/A|N/A|1 Toy|N/A|Kissable Hand-stitched Face and Super Soft Fur, Perfect for Cuddles, Elegant Long Neck, Plush Material|3 - 14 Years|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Deer - 19.68 inch|599|||1|||590 g|7.09 inch|19.69 inch|10.24 inch|India|0 - 15 Years|Pets & Animals|N/A|Polyester|Small, 19.68 inch|N/A|Boys, Girls|1|N/A|N/A|Non Battery|N/A|1 Deer|N/A|22.44 inch|30.31 inch|22.44 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Ball with numbers Red - 1.53 mm|199|33%|299||||200 g|0.75 inch|0.75 inch|N/A|India|0 - 5 Years|Soft Balls|N/A|N/A|1.53 mm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Joey Toys Soft Teddy - 23.6 inch|1254|42%|2199|5|||1350 g|17.3 inch|15.7 inch|N/A|India|1 - 16 Years|Teddy Bears|Teddy Bear|Polyester, Cotton|Large, 23.6 inch|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Camel - 9 inch|449|10%|499|5|||160 g|13 inch|7 inch|N/A|India|3 - 14 Years|Pets & Animals|N/A|100% Polyester Staple Fibre|9 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Daf Marie - 10 inch|719|10%|799||||N/A|N/A|N/A|10 inch|China|0 - 15 Years|N/A|N/A|N/A|10 inch|N/A|Girls, Boys|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Suzi Doll 45cm Combo - 8 Inch|1087|45%|2000||||990 g|18 Inch|22 inch|N/A|India|0 - 30 Years|Dolls|N/A|Polyester|Large, 8 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Minnie Flopsie - 24 inch|2099|25%|2799||||820 g|N/A|N/A|N/A|China|3 - 15 Years|Cartoon Characters|N/A|N/A|24 inch|Yes|Girls|N/A|Minnie Mouse|N/A|Non Battery|N/A|1 Minnie Flopsie|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Chhota Bheem Hand Bag - 8.66 inch|325|6%|349||||300 g|N/A|7.08 inch|8.66 inch|India|3 - 15 Years|Cartoon Characters|N/A|N/A|8.66 inch|Yes|Girls, Boys|N/A|Chhota Bheem|N/A|Non Battery|N/A|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Dancing Smiley Cushion Smiley Emoticons Pillow|499|44%|899||||N/A|N/A|N/A|N/A|N/A|N/A|Decorative Cushion|N/A|Polyfill|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|33 cm|N/A|Pile Cloth|Yes|Tickles|No|Head, neck, Back|Dancing Smiley Cushion|AT-C017|Yellow|Pillow|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Chutki Hand Bag - 8.66 inch|325|6%|349||||300 g|N/A|7.08 inch|8.66 inch|India|3 - 15 Years|Cartoon Characters|N/A|N/A|8.66 inch|Yes|Girls|N/A|Chhota Bheem|N/A|Non Battery|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Crocodile - 13 inch|539|10%|599||||225 g|21 inch|5 inch|N/A|India|3 - 10 Years|Pets & Animals|N/A|100% Polyester Staple Fibre|13 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Digital Printed Cushion Train - 14 inch|275|31%|399||||270 g|3 inch|14 inch|N/A|India|0 - 99 Years|Cushions & Pillows|N/A|Polyester|14 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Simba Bear with Elephant Pillow - 27.55 inch|1699||||||N/A|N/A|N/A|N/A|N/A|3 - 15 Years|Teddy Bears|N/A|N/A|27.55 inch|N/A|Girls|N/A|N/A|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Cute Colorful Caterpillar Soft Toy - 6 Inch|344|48%|670||||250 g|22 inch|2.4 inch|N/A|India|1 - 5 Years|Pets & Animals|N/A|N/A|6 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dhoom Soft Toys Teddy Bear White with Pink Cap and Jacket ( 36 inches?) - 36 inch|1499|25%|1999|4|||1750 g|20 inch|16 inch|N/A|China|2 - 10 Years|Teddy Bears|N/A|N/A|36 inch|N/A|N/A|N/A|Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Someone Special Teddy - 10 inch|425|44%|765||||400 g|4 inch|6 inch|N/A|India|0 - 20 Years|Teddy Bears|Teddy Bear|Fiber|Medium, 10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Simba Sitting Talking Ben - 11 inch|2399|||5|||335 g|N/A|N/A|N/A|China|3 - 15 Years|Interactive Soft Toys|N/A|N/A|11 inch|No|Girls, Boys|1|N/A|No|Battery|3 AAA Batteries|Signature Funny Voice, Moveable Mouth|N/A|11 inch|5.6 inch|4.7 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Eduedge Lets Do Drama - Rabbit - 10 inch|305||||||70 g|1 inch|4 inch|N/A|India|3 - 9 Years|Puppets|N/A|Cloth|10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Animal Planet Circle Shaped Cushion Panda - 10 inch|299|||5|||180 g|N/A|N/A|N/A|N/A|4 - 15 Years|Cushions & Pillows|N/A|N/A|10 inch|Yes|Girls, Boys|N/A|N/A|N/A|Non Battery|N/A|Circle Shaped Cushion Panda|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Lying Bull Dog - M GoldenB - 11 inch|269|10%|299||||160 g|10 inch|5 inch|N/A|India|3 - 14 Years|Pets & Animals|N/A|100% Polyester Staple Fibre|11 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Cupple Teddy With Heart - 9 Inch|399||||||240 g|9 inch|8 inch|N/A|India|1 - 10 Years|Teddy Bears|N/A|N/A|9 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Archies Black Monkey Soft Toy - 11 inch|599||||||180 g|6 inch|5 inch|N/A|China|2 - 16 Years|Pets & Animals|N/A|N/A|11 inch|N/A|N/A|N/A|Monkey|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Glamour Leopard - 6 inch|449||||||USA|N/A|N/A|N/A|3 - 15 Years|Pets & Animals|Yes|N/A|N/A|Non Battery|Girls, Boys|6 inch|N/A|N/A|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|90 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Touchy Toys Teddy - 12 Inch|449|5%|475||||300 G|8 inch|10 inch|N/A|India|0 - 99 Years|Teddy Bears|N/A|N/A|12 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Pluto Flopsies - 20 inch|1899|5%|1999|4.7|||N/A|4.72 inch|13.77 inch|21.25 inch|China|2 - 12 Years|Cartoon Characters|N/A|N/A|20 inch|Yes|Girls, Boys|1|Pluto Flopsie|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
NICI Bear - 3.93 inch|325|5%|345|4.2|||20 g|N/A|N/A|N/A|N/A|0 - 15 Years|Teddy Bears|N/A|N/A|3.93 inch|N/A|Girls, Boys|N/A|N/A|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear - 21.65 inch|1199|20%|1499|4.3|||950 g|N/A|N/A|N/A|N/A|3 - 15 Years|Teddy Bears|N/A|N/A|21.65 inch|N/A|Boys, Girls|1|N/A|N/A|Non Battery|N/A|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Monkey 42 Cm Sitting - 16.8 inch|840|30%|1200||||520 g|6 inch|11.2 inch|N/A|India|2 - 99 Years|Pets & Animals|N/A|Polyester Fiber|16.8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Teddy with Cap - 13.6 inch|900|18%|1100||||800 g|6 inch|26 inch|16.9 inch|India|3 - 99 Years|Teddy Bears|N/A|PLOYERSTER FIBER|13.6 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Lamaze Play & Grow Rusty the Robot Toy|474|50%|949|5||1|114 g|2.24 inch|5.47 inch|10.51 inch|China|2 - 6 Years|Cartoon Characters|N/A|N/A|N/A|N/A|Boys, Girls|N/A|N/A|N/A|N/A|N/A|Two Sides of Play, Features Crinkle, Ribbons, Clanking Rings, Busy Beads and Discovery Mirror, Attaches to Play Mats, Diaper Bag and Strollers|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Teddy Bear - 10 inch|770|30%|1100||||575 g|6 inch|32 inch|10 inch|India|3 - 99 Years|Teddy Bears|N/A|PLOYERSTER FIBER|10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fisher-Price Laugh and Learn Singin Storytime Puppy - 16 inch|3999||||||1080 g|8 inch|12.12 inch|16 inch|N/A|0 - 3 Years|Interactive Soft Toys|N/A|N/A|16 inch|N/A|Boys, Girls|N/A|N/A|No|Battery|3 C Batteries|1 Puppy, Batteries not Included|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Giraffe - 11.8 inch|485|30%|695||||220 g|5.9 inch|7.9 inch|N/A|India|0 - 25 Years|Pets & Animals|N/A|Polyester|11.8 inch|N/A|N/A|N/A|Pets|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
VTech Day & Night Cuddle Bunny - 23.5 cm|1999||||||890 g|10.5 cm|18 cm|N/A|China|1 - 100 Years|Interactive Soft Toys|N/A|N/A|23.5 cm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Elephant - 13.7 Inch|480|31%|699||||250 g|5.9 inch|7.9 inch|N/A|India|0 - 25 Years|Pets & Animals|N/A|Polyester|13.7 Inch|N/A|N/A|N/A|Pets|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
NICI Bear - 13.77 inch|1095|||4.2|4|10|140 g|N/A|N/A|N/A|N/A|0 - 12 Years|Teddy Bears|N/A|N/A|13.77 inch|N/A|Girls, Boys|N/A|N/A|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Panda 14inchs - 14.2 Inch|660||||||270 g|8.6 inch|8.6 inch|N/A|India|3 - 99 Years|Pets & Animals|N/A|Polyester Fiber|14.2 Inch|N/A|N/A|N/A|Panda|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Elephant with Two Babies - 22 inch|1799|28%|2500||||400 g|10 inch|21 inch|22 inch|India|3 - 6 Years|Pets & Animals|Animal Shop|Fiber|Large, 22 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Frog - 12 Inch|490|30%|700||||225 g|6 inch|10 inch|N/A|India|3 - 12 Years|Pets & Animals|N/A|Polyester|12 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Trudi Puppet Fox ? Stuffed Toy - 9.8 inch|1099||||||0.5 g|9.8 inch|4 inch|N/A|Italy|3 - 5 Years|Puppets|N/A|N/A|Medium, 9.8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Perfect Petzzz Golden Retriever|2999|||4.9|1|10|840 g|N/A|N/A|N/A|China|3 - 16 Years|Pets & Animals|N/A|N/A|N/A|N/A|Girls, Boys|N/A|N/A|No|Battery|1 Alkaline Battery|D Size Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Chick - 15.7 Inch|440|37%|699||||360 g|7.9 inch|11.8 inch|N/A|India|0 - 25 Years|Pets & Animals|N/A|Polyester|15.7 Inch|N/A|N/A|N/A|Pets|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Elephant - 13.7 inch|480|31%|699||||250 g|5.9 inch|7.9 inch|N/A|India|2 - 20 Years|Pets & Animals|N/A|Polyester|13.7 inch|N/A|N/A|N/A|Pets|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Teddy Bear - 16.9 inch|800|30%|1150||||735 g|10 inch|12.8 inch|14 inch|India|3 - 99 Years|Teddy Bears|N/A|PLOYERSTER FIBER|16.9 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Simba Sitting Talk Back and Poke Me Ben - 11.5 inch|2899|3%|2999|4|1|3|455 g|N/A|N/A|N/A|China|3 - 20 Years|Interactive Soft Toys|N/A|N/A|11.5 inch|No|Girls, Boys|1|N/A|No|Battery|3 AA Batteries|Batteries Included, 1 Stuffed Toy|N/A|11.5 inch|11.2 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Teddy Sitting - 17 Inch|900|30%|1300||||800 g|6 inch|10 inch|N/A|India|3 - 99 Years|Teddy Bears|N/A|Polyester Fiber|17 Inch|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Animal Planet Mommy with Baby - Cheetah and Cub|1799|||5||4|N/A|N/A|N/A|N/A|China|3 - 15 Years|N/A|N/A|N/A|24 inch|N/A|Girls, Boys|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Teddy Sitting - 17 Inch|900|30%|1300||||800 g|6 inch|10 inch|N/A|India|3 - 99 Years|Teddy Bears|N/A|Polyester Fiber|17 Inch|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Doraemon - 13 inch|599|29%|849|4.4|21|82|420 g|7.2 inch|10.2 inch|13 inch|India|1 - 12 Years|Cartoon Characters|N/A|Siliconized Fiber|13 inch|Yes|Girls, Boys|1|Doraemon|N/A|N/A|N/A|Gentle Machine Wash|N/A|N/A|N/A|N/A|Polyester Fleece Shell|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
